accession	family	genus	species	fasta_obtained	json_obtained	eggnog_obtained	fasta_file_name
GCF_001984105.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001984105	FALSE	FALSE	FALSE	NA
GCF_004366135.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp004366135	FALSE	FALSE	FALSE	NA
GCF_000333395.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp000333395	FALSE	FALSE	FALSE	NA
GCF_001619615.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001619615	FALSE	FALSE	FALSE	NA
GCF_900156455.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp900156455	FALSE	FALSE	FALSE	NA
GCA_016870695.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp016870695	FALSE	FALSE	FALSE	NA
GCF_001476285.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium testaceum_B	FALSE	FALSE	FALSE	NA
GCF_000202635.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium testaceum_F	FALSE	FALSE	FALSE	NA
GCF_001476655.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium testaceum_C	FALSE	FALSE	FALSE	NA
GCF_001792815.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001792815	FALSE	FALSE	FALSE	NA
GCF_007679045.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp007679045	FALSE	FALSE	FALSE	NA
GCF_900104345.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium testaceum_A	FALSE	FALSE	FALSE	NA
GCF_008763945.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium testaceum_G	FALSE	FALSE	FALSE	NA
GCF_017833635.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp017833635	FALSE	FALSE	FALSE	NA
GCF_003386675.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium chocolatum_A	FALSE	FALSE	FALSE	NA
GCF_006539145.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium testaceum	FALSE	FALSE	FALSE	NA
GCF_001456955.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium enclense	FALSE	FALSE	FALSE	NA
GCF_001424225.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001424225	FALSE	FALSE	FALSE	NA
GCF_014192415.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium proteolyticum	FALSE	FALSE	FALSE	NA
GCF_003075375.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium testaceum_E	FALSE	FALSE	FALSE	NA
GCF_004854025.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium hydrothermale	FALSE	FALSE	FALSE	NA
GCF_900156435.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp900156435	FALSE	FALSE	FALSE	NA
3Dt2h	f__Microbacteriaceae	g__Microbacterium	s__	TRUE	NA	FALSE	flye_asm_3Dt2h_part2.fasta
GCF_001652465.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium chocolatum	FALSE	FALSE	FALSE	NA
GCA_002703245.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002703245	FALSE	FALSE	FALSE	NA
GCF_015277875.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp900098805	FALSE	FALSE	FALSE	NA
GCF_014836535.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp014836535	FALSE	FALSE	FALSE	NA
GCF_001314225.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001314225	FALSE	FALSE	FALSE	NA
GCA_014197265.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium invictum	FALSE	FALSE	FALSE	NA
GCA_900078385.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp900078385	FALSE	FALSE	FALSE	NA
GCF_007992455.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium saccharophilum	FALSE	FALSE	FALSE	NA
GCF_003651225.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium telephonicum	FALSE	FALSE	FALSE	NA
GCF_015350795.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp015350795	FALSE	FALSE	FALSE	NA
GCF_001592125.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium hominis	FALSE	FALSE	FALSE	NA
GCF_000411455.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp000411455	FALSE	FALSE	FALSE	NA
GCF_003293595.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp003293595	FALSE	FALSE	FALSE	NA
GCF_016907555.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium laevaniformans	FALSE	FALSE	FALSE	NA
GCF_016907815.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium aurum	FALSE	FALSE	FALSE	NA
GCA_003248655.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp003248655	FALSE	FALSE	FALSE	NA
GCF_016907295.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium dextranolyticum	FALSE	FALSE	FALSE	NA
GCA_001724425.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001724425	FALSE	FALSE	FALSE	NA
GCF_018717645.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium flavum	FALSE	FALSE	FALSE	NA
GCA_003248845.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp003248845	FALSE	FALSE	FALSE	NA
GCA_017305435.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp017305435	FALSE	FALSE	FALSE	NA
GCF_006716815.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium lacticum	FALSE	FALSE	FALSE	NA
GCF_015707995.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp015707995	FALSE	FALSE	FALSE	NA
GCA_001898315.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001898315	FALSE	FALSE	FALSE	NA
GCA_011620665.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp011620665	FALSE	FALSE	FALSE	NA
GCF_016807485.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp016807485	FALSE	FALSE	FALSE	NA
GCF_001620065.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001620065	FALSE	FALSE	FALSE	NA
GCF_007828185.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp007828185	FALSE	FALSE	FALSE	NA
GCF_014201255.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp014201255	FALSE	FALSE	FALSE	NA
GCF_008710705.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium radiodurans	FALSE	FALSE	FALSE	NA
GCF_013389665.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium oleivorans_C	FALSE	FALSE	FALSE	NA
GCF_017876655.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium imperiale	FALSE	FALSE	FALSE	NA
GCF_900102175.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp900102175	FALSE	FALSE	FALSE	NA
GCF_003610405.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp003610405	FALSE	FALSE	FALSE	NA
GCF_003289625.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp003289625	FALSE	FALSE	FALSE	NA
GCF_002245215.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002245215	FALSE	FALSE	FALSE	NA
GCF_003339645.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium arborescens	FALSE	FALSE	FALSE	NA
GCF_014204835.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium marinum	FALSE	FALSE	FALSE	NA
GCF_001644225.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium oleivorans_A	FALSE	FALSE	FALSE	NA
GCF_001552475.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium oleivorans	FALSE	FALSE	FALSE	NA
GCF_000383475.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp000383475	FALSE	FALSE	FALSE	NA
GCF_900102005.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp900102005	FALSE	FALSE	FALSE	NA
GCF_001691565.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium oleivorans_B	FALSE	FALSE	FALSE	NA
GCF_000956535.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium ginsengisoli	FALSE	FALSE	FALSE	NA
GCA_015654575.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp015654575	FALSE	FALSE	FALSE	NA
GCF_005347485.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp005347485	FALSE	FALSE	FALSE	NA
GCF_008727755.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium caowuchunii	FALSE	FALSE	FALSE	NA
GCF_000799385.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp000799385	FALSE	FALSE	FALSE	NA
GCF_902706225.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp902706225	FALSE	FALSE	FALSE	NA
GCF_011047135.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium endophyticum	FALSE	FALSE	FALSE	NA
GCF_011761265.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium halimionae	FALSE	FALSE	FALSE	NA
GCA_017306415.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001897105	FALSE	FALSE	FALSE	NA
GCF_000802305.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium mangrovi	FALSE	FALSE	FALSE	NA
GCF_004135285.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium protaetiae	FALSE	FALSE	FALSE	NA
GCF_000422405.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium luticocti	FALSE	FALSE	FALSE	NA
GCF_009649635.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp009649635	FALSE	FALSE	FALSE	NA
GCF_003626735.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp003626735	FALSE	FALSE	FALSE	NA
GCF_004794465.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp004794465	FALSE	FALSE	FALSE	NA
GCF_003075395.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp003075395	FALSE	FALSE	FALSE	NA
GCF_000967865.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp000967865	FALSE	FALSE	FALSE	NA
GCF_008868005.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium algeriense	FALSE	FALSE	FALSE	NA
GCF_008271365.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp008271365	FALSE	FALSE	FALSE	NA
GCF_017939615.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp017939615	FALSE	FALSE	FALSE	NA
GCF_002848265.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002848265	FALSE	FALSE	FALSE	NA
GCF_904066215.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002456035	FALSE	FALSE	FALSE	NA
GCF_019056515.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001595495	FALSE	FALSE	FALSE	NA
GCF_001866135.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001866135	FALSE	FALSE	FALSE	NA
GCF_900105335.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium paraoxydans	FALSE	FALSE	FALSE	NA
GCF_004794315.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp004794315	FALSE	FALSE	FALSE	NA
GCF_018224615.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium paraoxydans_B	FALSE	FALSE	FALSE	NA
GCF_007954505.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp000800925	FALSE	FALSE	FALSE	NA
GCF_000425985.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp000425985	FALSE	FALSE	FALSE	NA
GCF_002979435.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002979435	FALSE	FALSE	FALSE	NA
GCF_002979475.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002979475	FALSE	FALSE	FALSE	NA
GCF_014171575.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp014171575	FALSE	FALSE	FALSE	NA
GCF_004794515.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp004794515	FALSE	FALSE	FALSE	NA
GCF_002979655.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002979655	FALSE	FALSE	FALSE	NA
GCF_900095745.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium oxydans_B	FALSE	FALSE	FALSE	NA
GCA_008868125.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium maritypicum	FALSE	FALSE	FALSE	NA
GCF_000455825.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium maritypicum_A	FALSE	FALSE	FALSE	NA
GCF_006540085.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium oxydans	FALSE	FALSE	FALSE	NA
GCF_000956405.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium oxydans_C	FALSE	FALSE	FALSE	NA
GCF_000956525.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium oxydans_A	FALSE	FALSE	FALSE	NA
GCF_006716345.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium saperdae	FALSE	FALSE	FALSE	NA
GCA_017405925.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp017405925	FALSE	FALSE	FALSE	NA
GCF_017355365.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp017355365	FALSE	FALSE	FALSE	NA
GCF_002979415.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002979415	FALSE	FALSE	FALSE	NA
GCF_000956475.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium hydrocarbonoxydans_A	FALSE	FALSE	FALSE	NA
GCF_004216995.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp004216995	FALSE	FALSE	FALSE	NA
GCA_017744855.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp017744855	FALSE	FALSE	FALSE	NA
GCF_001513675.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001513675	FALSE	FALSE	FALSE	NA
GCF_011752045.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001639925	FALSE	FALSE	FALSE	NA
GCF_001262495.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001262495	FALSE	FALSE	FALSE	NA
GCF_002362255.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002362255	FALSE	FALSE	FALSE	NA
GCF_007667425.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp007667425	FALSE	FALSE	FALSE	NA
GCF_001049495.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001049495	FALSE	FALSE	FALSE	NA
GCF_001650405.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001650405	FALSE	FALSE	FALSE	NA
GCF_015354505.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp015354505	FALSE	FALSE	FALSE	NA
GCF_904831005.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium hydrocarbonoxydans_B	FALSE	FALSE	FALSE	NA
GCF_900105205.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium hydrocarbonoxydans	FALSE	FALSE	FALSE	NA
GCF_018613995.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp018613995	FALSE	FALSE	FALSE	NA
GCF_001889265.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001889265	FALSE	FALSE	FALSE	NA
GCF_002024885.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium foliorum_A	FALSE	FALSE	FALSE	NA
GCF_006385575.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium foliorum_B	FALSE	FALSE	FALSE	NA
GCF_017876435.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium phyllosphaerae	FALSE	FALSE	FALSE	NA
GCF_001423485.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001423485	FALSE	FALSE	FALSE	NA
GCF_001423615.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001423615	FALSE	FALSE	FALSE	NA
GCF_001426995.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001426995	FALSE	FALSE	FALSE	NA
GCF_003367705.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium foliorum	FALSE	FALSE	FALSE	NA
GCF_002872075.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium kitamiense	FALSE	FALSE	FALSE	NA
GCF_003610275.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium ginsengiterrae_A	FALSE	FALSE	FALSE	NA
GCF_014205075.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium ginsengiterrae	FALSE	FALSE	FALSE	NA
2Dt1l	f__Microbacteriaceae	g__Microbacterium	s__	TRUE	NA	FALSE	flye_asm_2Dt1l_part2.fasta
GCF_903645325.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp903645325	FALSE	FALSE	FALSE	NA
GCF_007988825.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium aerolatum	FALSE	FALSE	FALSE	NA
GCF_015277895.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp015277895	FALSE	FALSE	FALSE	NA
GCF_000763375.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium profundi	FALSE	FALSE	FALSE	NA
GCF_014635185.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium murale	FALSE	FALSE	FALSE	NA
GCA_003524435.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp003524435	FALSE	FALSE	FALSE	NA
GCF_000685355.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp000685355	FALSE	FALSE	FALSE	NA
GCA_015655255.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp015655255	FALSE	FALSE	FALSE	NA
GCF_003387575.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp003387575	FALSE	FALSE	FALSE	NA
GCF_009758255.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp009758255	FALSE	FALSE	FALSE	NA
GCF_002705755.3	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium esteraromaticum_A	FALSE	FALSE	FALSE	NA
GCF_014084045.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium esteraromaticum_D	FALSE	FALSE	FALSE	NA
GCF_016907315.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium esteraromaticum	FALSE	FALSE	FALSE	NA
GCF_001878835.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001878835	FALSE	FALSE	FALSE	NA
GCA_002837415.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002837415	FALSE	FALSE	FALSE	NA
GCF_900163815.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium esteraromaticum_B	FALSE	FALSE	FALSE	NA
GCF_013408055.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium esteraromaticum_C	FALSE	FALSE	FALSE	NA
GCA_001897945.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001897945	FALSE	FALSE	FALSE	NA
GCF_015040615.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp015040615	FALSE	FALSE	FALSE	NA
GCF_016907255.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium keratanolyticum	FALSE	FALSE	FALSE	NA
GCF_013409745.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium pseudoresistens	FALSE	FALSE	FALSE	NA
GCF_001552355.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium resistens	FALSE	FALSE	FALSE	NA
GCA_018268455.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp018268455	FALSE	FALSE	FALSE	NA
GCA_018268435.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp018268435	FALSE	FALSE	FALSE	NA
GCA_017306305.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp017306305	FALSE	FALSE	FALSE	NA
GCA_018268515.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp018268515	FALSE	FALSE	FALSE	NA
GCA_002257455.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp002257455	FALSE	FALSE	FALSE	NA
GCF_000956505.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium azadirachtae_A	FALSE	FALSE	FALSE	NA
GCF_902506375.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp902506375	FALSE	FALSE	FALSE	NA
GCF_000956545.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium azadirachtae	FALSE	FALSE	FALSE	NA
GCA_017968845.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp017968845	FALSE	FALSE	FALSE	NA
GCF_000826185.2	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium gorillae	FALSE	FALSE	FALSE	NA
GCF_008017445.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium mitrae	FALSE	FALSE	FALSE	NA
GCF_019061125.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp019061125	FALSE	FALSE	FALSE	NA
GCF_001426925.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp001426925	FALSE	FALSE	FALSE	NA
GCF_015235415.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium paludicola_A	FALSE	FALSE	FALSE	NA
GCF_017592545.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp017592545	FALSE	FALSE	FALSE	NA
GCF_016805985.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp016805985	FALSE	FALSE	FALSE	NA
GCF_014643695.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium album	FALSE	FALSE	FALSE	NA
GCF_009735645.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium oryzae	FALSE	FALSE	FALSE	NA
GCF_004564075.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sediminis	FALSE	FALSE	FALSE	NA
GCF_002970975.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium halophytorum	FALSE	FALSE	FALSE	NA
GCF_003569805.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium halotolerans	FALSE	FALSE	FALSE	NA
GCF_900163665.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp900163665	FALSE	FALSE	FALSE	NA
GCF_011046975.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium amylolyticum	FALSE	FALSE	FALSE	NA
GCF_000422385.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium indicum	FALSE	FALSE	FALSE	NA
GCF_014640975.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium faecale	FALSE	FALSE	FALSE	NA
GCF_003327285.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sorbitolivorans	FALSE	FALSE	FALSE	NA
GCF_014646015.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium nanhaiense	FALSE	FALSE	FALSE	NA
GCA_019117025.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium stercoravium	FALSE	FALSE	FALSE	NA
GCF_000422745.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium gubbeenense	FALSE	FALSE	FALSE	NA
GCF_003254645.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium suaedae	FALSE	FALSE	FALSE	NA
GCF_009745985.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium karelineae	FALSE	FALSE	FALSE	NA
GCF_011326725.1	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium excoecariae	FALSE	FALSE	FALSE	NA
GCF_900163835.1	f__Microbacteriaceae	g__Mycetocola_B	s__Mycetocola_B reblochoni	FALSE	FALSE	FALSE	NA
GCF_001984125.1	f__Microbacteriaceae	g__Okibacterium	s__Okibacterium sp001984125	FALSE	FALSE	FALSE	NA
GCF_900167575.1	f__Microbacteriaceae	g__Okibacterium	s__Okibacterium fritillariae	FALSE	FALSE	FALSE	NA
GCF_003065425.1	f__Microbacteriaceae	g__Mycetocola_A	s__Mycetocola_A zhujimingii	FALSE	FALSE	FALSE	NA
GCF_003668565.1	f__Microbacteriaceae	g__Mycetocola_A	s__Mycetocola_A zhadangensis	FALSE	FALSE	FALSE	NA
GCF_015752285.1	f__Microbacteriaceae	g__Mycetocola_A	s__Mycetocola_A sp015752285	FALSE	FALSE	FALSE	NA
GCF_003667545.1	f__Microbacteriaceae	g__Mycetocola_A	s__Mycetocola_A manganoxydans	FALSE	FALSE	FALSE	NA
GCF_900115155.1	f__Microbacteriaceae	g__Mycetocola_A	s__Mycetocola_A miduiensis	FALSE	FALSE	FALSE	NA
GCF_004078635.1	f__Microbacteriaceae	g__Labedella	s__Labedella phragmitis	FALSE	FALSE	FALSE	NA
GCF_004078655.1	f__Microbacteriaceae	g__Labedella	s__Labedella populi	FALSE	FALSE	FALSE	NA
GCF_003014675.1	f__Microbacteriaceae	g__Labedella	s__Labedella gwakjiensis	FALSE	FALSE	FALSE	NA
GCF_003990045.1	f__Microbacteriaceae	g__Labedella	s__Labedella endophytica	FALSE	FALSE	FALSE	NA
GCF_900105715.1	f__Microbacteriaceae	g__Microbacterium_A	s__Microbacterium_A humi	FALSE	FALSE	FALSE	NA
GCF_002563955.1	f__Microbacteriaceae	g__Microbacterium_A	s__Microbacterium_A agarici	FALSE	FALSE	FALSE	NA
GCF_011751745.2	f__Microbacteriaceae	g__Microbacterium_A	s__Microbacterium_A fandaimingii	FALSE	FALSE	FALSE	NA
GCF_011751765.2	f__Microbacteriaceae	g__Microbacterium_A	s__Microbacterium_A chengjingii	FALSE	FALSE	FALSE	NA
GCF_001423185.1	f__Microbacteriaceae	g__Plantibacter	s__Plantibacter sp001423185	FALSE	FALSE	FALSE	NA
GCF_015351235.1	f__Microbacteriaceae	g__Plantibacter	s__Plantibacter sp015351235	FALSE	FALSE	FALSE	NA
GCF_900177795.1	f__Microbacteriaceae	g__Plantibacter	s__Plantibacter sp900177795	FALSE	FALSE	FALSE	NA
GCF_900177615.1	f__Microbacteriaceae	g__Plantibacter	s__Plantibacter flavus	FALSE	FALSE	FALSE	NA
GCF_003856975.1	f__Microbacteriaceae	g__Plantibacter	s__Plantibacter cousiniae	FALSE	FALSE	FALSE	NA
GCF_002024505.1	f__Microbacteriaceae	g__Plantibacter	s__Plantibacter flavus_A	FALSE	FALSE	FALSE	NA
GCF_003667565.1	f__Microbacteriaceae	g__Mycetocola	s__Mycetocola tolaasinivorans	FALSE	FALSE	FALSE	NA
GCF_000718085.1	f__Microbacteriaceae	g__Mycetocola	s__Mycetocola saprophilus	FALSE	FALSE	FALSE	NA
GCF_003667575.1	f__Microbacteriaceae	g__Mycetocola	s__Mycetocola lacteus	FALSE	FALSE	FALSE	NA
GCF_000421145.1	f__Microbacteriaceae	g__Glaciibacter	s__Glaciibacter superstes	FALSE	FALSE	FALSE	NA
GCF_013410665.1	f__Microbacteriaceae	g__Leifsonia_B	s__Leifsonia_B psychrotolerans	FALSE	FALSE	FALSE	NA
GCA_002404115.1	f__Microbacteriaceae	g__Cryobacterium	s__Cryobacterium sp002404115	FALSE	FALSE	FALSE	NA
GCF_004402215.1	f__Microbacteriaceae	g__Cryobacterium	s__Cryobacterium sp004402215	FALSE	FALSE	FALSE	NA
GCF_900101115.1	f__Microbacteriaceae	g__Cryobacterium	s__Cryobacterium psychrotolerans	FALSE	FALSE	FALSE	NA
